dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"어 지금 걷는 중이야
아 그래 뭐 확인해볼까
오늘 회의 자료 다 준비됐어
응 거의 했는데 슬라이드 몇 개 더 손봐야 할 것 같아
어떤 부분 수정하려고
세 번째 슬라이드에 차트를 좀 더 명확하게 하고 싶은데
음 좋다 그럼 내가 조금 더 알아보고 자료 추가할게
좋아 그럼 마무리하고 나중에 다시 체크하자
그래 그렇게 해서 한번 더 검토해보자
그럼 나중에 봐
응 그래 고마워",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '발표 자료 점검', 'tone': '협조적', 'topic': '회의 준비', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['주하린', '주승호']}",동료와 회의 준비,동료,발표 자료 점검,
"어 지금 걷는 중이야
아 그래 나도 좀 전에 버스에서 내렸어
오늘 회의 준비 잘 돼?
응 발표 자료 거의 다 정리했어
오 잘했네 나는 약간 더 다듬어야 될 것 같아
음 그래도 오늘까지는 마무리해야지
맞아 맞아 늦지 않게 준비해야지
근처 카페에서 마저 할래?
좋아 그럼 10분 후에 거기서 보자
알겠어 그럼 조금 있다가 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '발표 자료 점검', 'tone': '협조적', 'topic': '회의 준비', 'emotion': '협력적', 'call_environment': '이동 중', 'participants': ['양지원', '서예린']}",동료와 회의 준비,동료,발표 자료 점검,
"안녕하세요 거기 쇼핑몰 맞나요
네 맞습니다 무엇을 도와드릴까요
제가 주문한 상품이 언제 도착할지 궁금해서요
그 주문번호를 알 수 있을까요 잠시만요 지금 버스 타고 있어서
네 천천히 하세요
주문번호는 12345입니다
확인해보겠습니다 잠시만요
네
주문하신 상품은 내일쯤 도착할 예정입니다
아 그렇군요 감사합니다
혹시 다른 궁금한 점 있으시면 언제든지 연락 주세요
네 감사합니다 좋은 하루 보내세요
네 고객님도요 좋은 하루 되세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '상품 배송 문의', 'tone': '친절함', 'topic': '온라인 쇼핑 문의', 'emotion': '기대감', 'call_environment': '이동 중', 'participants': ['양현준', '심성현']}",온라인 쇼핑 문의,고객-업체,상품 배송 문의,
"여보세요 거기 쇼핑몰 맞나요
네 맞습니다 무엇을 도와드릴까요
저기 제가 주문한 물건 배송이 어디쯤 왔는지 알고 싶어서요
이름과 주문번호로 확인해드리겠습니다 음 잠시만 기다려주세요
네 지금 버스 타고 가는 중이라서요
고객님 주문하신 상품은 오늘 저녁쯤 도착할 예정입니다
아 그렇군요 다행이네요
조심해서 이동하시고요 더 필요한 거 있으시면 언제든 문의해주세요
알겠습니다 감사합니다",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '상품 배송 문의', 'tone': '친절함', 'topic': '배송 확인', 'emotion': '안심', 'call_environment': '이동 중', 'participants': ['조민성', '양준호']}",온라인 쇼핑 문의,고객-업체,상품 배송 문의,
"안녕하세요 진료 접수 확인 좀 하려고요
네 환자분 성함과 생년월일 뒷자리 확인 부탁드립니다
음 성함은 한서준이고 생년월일은 0320이에요
네 잠시만요 확인해볼게요
네 어때요 접수가 잘 됐나요
네 한서준님 접수 잘 되어 있습니다 진료는 내일 오후 2시입니다
오 감사합니다 그럼 내일 뵙겠습니다
네 내일 뵙겠습니다 편안한 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '환자-병원', 'context': '진료 접수 상태 확인', 'tone': '정중함', 'topic': '병원 접수 확인', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['한서준', '차성현']}",병원 접수 확인,환자-병원,진료 접수 상태 확인,
"안녕하세요 병원입니다
안녕하세요 진료 접수 확인하려고요
잠시만요 지금 좀 시끄러운데요 음 확인해볼게요
네 그럼 기다리겠습니다
어 죄송해요 다시 확인해봤는데 접수 잘 되어 있습니다
아 다행이네요 감사합니다
네 불편 드려 죄송하고요 더 필요한 거 있으세요
아뇨 괜찮습니다 감사합니다
네 그럼 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '환자-병원', 'context': '진료 접수 상태 확인', 'tone': '정중함', 'topic': '진료 접수', 'emotion': '정중함', 'call_environment': '시끄러운 실내', 'participants': ['송예준', '남지안']}",병원 접수 확인,환자-병원,진료 접수 상태 확인,
"저기 행정실이죠
네 맞습니다 말씀하세요
저 서류 제출하려고 하는데요 어디로 가면 될까요
음 지금 행정실 쪽이 좀 시끄럽네요 잠시만요
아 네 괜찮습니다
그 서류는 행정동 2층 사무실로 제출하시면 됩니다
오 알겠습니다 감사합니다 주말에도 가능한가요
네 주말도 열려 있어요 오전 9시부터 오후 1시까지예요
알겠어요 그럼 주말에 가겠습니다
네 기다리고 있겠습니다 좋은 하루 보내세요
감사합니다 좋은 하루 되세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-행정직원', 'context': '서류 제출 안내', 'tone': '공손함', 'topic': '서류 제출', 'emotion': '중립', 'call_environment': '시끄러운 실내', 'participants': ['장서연', '김유나']}",대학교 행정실 문의,학생-행정직원,서류 제출 안내,
"안녕하세요 행정실이죠
네 맞습니다 무엇을 도와드릴까요
서류 제출 관련해서 문의하려고 하는데요
어떤 서류인가요
졸업 신청서인데요 언제까지 내야 하나요
졸업 신청서는 이번 주 금요일까지 제출하셔야 합니다
학교로 직접 방문해서 내면 되나요
네 그렇습니다 행정실로 오시면 됩니다
알겠습니다 제출할 때 본인 확인이 필요할까요
네 필요합니다 학생증을 지참하시면 됩니다
알겠어요 감사합니다
네 서류 잘 챙겨서 오세요
그럼 이만 끊을게요
네 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-행정직원', 'context': '서류 제출 안내', 'tone': '공손함', 'topic': '졸업 신청서 제출', 'emotion': '중립', 'call_environment': '조용한 공공장소', 'participants': ['유지윤', '고수빈']}",대학교 행정실 문의,학생-행정직원,서류 제출 안내,
"야 뭐해
어 나 카페야 음 좀 시끄럽지
진짜 요즘 어때 너
별일 없어 그냥 바쁘게 지내
어 나도 그래
거기 시끄럽네 잘 안 들려 잠깐만 조용한 데로 갈게
응 괜찮아 들려
주말에 뭐 했어
음 그냥 집에서 쉬었어 너는
나도 비슷했어 하하
우리 나중에 만나서 점심이라도 먹자
좋지 그럼 조만간 연락할게
알았어 나중에 봐
응 조심히 들어가",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '최근 일상 이야기', 'tone': '다정함', 'topic': '근황 및 다음 만남', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['양나은', '권서우']}",친척과 근황 공유,가족,최근 일상 이야기,
"어 지금 어디야
카페인데 좀 시끄러워서 잘 안 들려
아 그래 음 그럼 짧게 얘기할게 다 괜찮지
응 요즘 그냥 바쁘게 지내고 있어 너는
나도 비슷해 회사 다니느라 정신 없어
주말에 뭐해 혹시 시간 돼
이번 주말에 가족 모임 있어서 거기 가야 해
아 진짜 거기서 다 모이는구나
응 그래서 내일은 아마 정신없이 바쁠 것 같아
그래도 오랜만에 만나니까 기대돼
맞아 나도 나중에 시간 되면 같이 만나자
좋아 그럼 다음에 조용할 때 다시 통화하자
그래 그럼 나중에 연락할게
응 조심히 들어가",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '최근 일상 이야기', 'tone': '다정함', 'topic': '근황 공유', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['임지원', '유다은']}",친척과 근황 공유,가족,최근 일상 이야기,
"어 안녕하세요
네 안녕하세요 무슨 일이세요
다름이 아니라 다음 동아리 모임 날짜 좀 확인하려고요
아 그거 다음 주 금요일로 잡혀 있어요
아 그렇군요 시간은 몇 시죠
저녁 6시에 시작할 예정이에요
네 알겠습니다 장소는 어디로 했나요
이번엔 학교 근처 카페로 할 거예요
아 알겠어요 다들 오실 수 있겠죠
네 다 확인했어요
알겠습니다 그럼 그때 뵈요
네 감사합니다",0,"{'conversation_type': 'casual_normal', 'relationship': '회원-회장', 'context': '다음 모임 날짜 확인', 'tone': '협조적', 'topic': '동아리 모임 일정 조율', 'emotion': '편안함', 'call_environment': '조용한 실내', 'participants': ['곽유찬', '곽수빈']}",동아리 모임 일정 조율,회원-회장,다음 모임 날짜 확인,
"안녕하세요 지금 괜찮으세요
네 괜찮습니다 무슨 일이세요
다음 동아리 모임 날짜 정하려고 연락드렸어요
아 네 저는 주말에 시간이 더 괜찮은데 다른 분들은 어때요
주말 좋네요 그럼 이번 주 토요일 오후 어떠세요
음 그 시간 괜찮을 것 같아요 장소는 어딜로 할까요
집 근처 카페가 조용하고 좋더라구요 거기로 할까요
좋아요 그럼 토요일 오후 그 카페로 계획 잡을게요
네 알겠습니다 나중에 봐요
네 수고하세요",0,"{'conversation_type': 'casual_normal', 'relationship': '회원-회장', 'context': '모임 일정 조율', 'tone': '협조적', 'topic': '다음 동아리 모임', 'emotion': '편안함', 'participants': ['안지유', '곽유리'], 'call_environment': '조용한 공공장소'}",동아리 모임 일정 조율,회원-회장,다음 모임 날짜 확인,
"거기 편의점 맞죠
네 맞습니다 말씀하세요
혹시 오늘 신제품 들어왔나요
어떤 제품 말씀이신가요
아 저 그 에너지 드링크 있잖아요
아 네 오늘 오후에 들어왔습니다
다행이다 제가 샀던 곳에 항상 없더라고요
그러셨구나 요즘 인기가 많아서 금방 품절되거든요
그러게요 이번에 몇 병이나 들어왔나요
아직 여유 있으니까 걱정 마시고 오세요
알겠습니다 감사합니다
네 안녕히 계세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '재고 확인', 'tone': '간결함', 'topic': '신제품 확인', 'emotion': '기대감', 'call_environment': '실외', 'participants': ['박승호', '손우진']}",편의점 문의,고객-업체,재고 확인,
"안녕하세요 거기 편의점이죠
네 맞습니다 무엇을 도와드릴까요
저기 혹시 우유 재고 있나요
잠시만요 확인해볼게요
조용히 해야 돼서 조금만 기다려주세요
네 괜찮습니다
네 우유 재고 있습니다 몇 개 필요하세요
두 개 정도 생각하고 있었어요
네 그럼 오셔도 괜찮습니다
알겠습니다 감사합니다
편의점에서 조용히 통화 중이라서 이렇게 짧게 얘기해야 하네요
네 괜찮습니다 혹시 더 필요한 게 생기면 연락 주세요
네 알겠습니다 감사합니다
안녕히 가세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-업체', 'context': '재고 확인', 'tone': '간결함', 'topic': '편의점 문의', 'emotion': '중립', 'call_environment': '조용한 공공장소', 'participants': ['손예준', '조가은']}",편의점 문의,고객-업체,재고 확인,
"야 뭐해
어 나 지금 밖이야 바람 시원하네
오 좋겠다 나도 좀 나가야겠네
오늘 저녁 말인데 어디서 먹을까
음 그러게 아무래도 바깥에서 만나면 좋겠지
맞아 그럼 우리 그 골목에 새로 생긴 파스타집 가볼래
오 그거 좋다 거기 괜찮다고 하더라
시간은 6시쯤 어때
어 근데 그때 조금 바쁠 수도 있어서 6시 반은 괜찮아
좋아 나도 지금 걷고 있어서 그때까지 갈 수 있을 듯
크크 알겠어 그러면 거기서 보자
오케이 그럼 나중에 봐
그래 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '즐거움', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['양민호', '송예나']}",친구와 저녁 약속,친구,식사 장소와 시간 조율,
"야 뭐해
나 지금 밖이야 바람 좀 불어
오 그러네 나도 밖인데
주말에 저녁 먹기로 한 거 말이야
어 맞아 어디 갈까
음 그 저번에 가던 파스타집 어때
좋지 그럼 저녁 6시에 만나자
오케이 그때 맞춰서 갈게 안 늦지
당연하지 혹시 모르니까 미리 좀 나갈게
히히 알겠어 그럼 토요일에 보자
그래 그때 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '즐거움', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['장서준', '황지민']}",친구와 저녁 약속,친구,식사 장소와 시간 조율,
"야 뭐해
어 나 지금 집이야 너는
나도 집이야 요즘 영화 본 거 있어
어 있지 최근에 '인터스텔라' 봤어 진짜 대박이더라
오 그거 진짜 재밌다고 하던데
그러니까 말이야 솔직히 기대 안 했는데 완전 몰입감 대박이었어
나도 이번 주말에 시간 있으면 봐야겠다
좋지 같이 봐도 좋을 듯
그럼 주말에 시간 맞춰보자
오케이 나중에 연락할게
응 그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '최근 본 영화 추천', 'tone': '즐거움', 'topic': '영화 추천', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['신우진', '최진우']}",친구 간 영화 추천,친구,최근 본 영화 추천 주고받기,
